data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8660293,48,BHR9232,9232,"30 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","Women (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Sada al Bahrain; Twitter; Al Wafa; ADHRB","Other-New media","On 30 March 2021, mothers of political prisoners of Jaw Prison protested in Abu Saybi and Ash Shakhurah (Northern) demanding the release of their sons amid concerns over the spread of the coronavirus among the prisoners. [size=no report]",0,1638220166,BHR
8660294,48,BHR9235,9235,"30 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","Women (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Sada al Bahrain; Twitter; ADHRB; Al Wafa","Other-New media","On 30 March 2021, mothers of political prisoners of Jaw Prison protested in Abu Saybi and Ash Shakhurah (Northern) demanding the release of their sons amid concerns over the spread of the coronavirus among the prisoners. [size=no report]",0,1638220166,BHR
7790367,48,BHR9222,9222,"29 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,2,"14 February Revolution Youth Coalition",Other,"On 29 March 2021, demonstrators, including 14 February Revolutionary Youth Coalition, marched west of Manama (Capital) against the ongoing detention of prisoners during a Coronavirus/COVID-19 outbreak at Jaw Central Prison. [size=no report]",0,1617639674,BHR
7790383,48,BHR9225,9225,"29 March 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Budaiya,26.2156,50.4524,1,"14 February Revolution Youth Coalition",Other,"On 29 March 2021, demonstrators, including the 14 February Revolutionary Youth Coalition, set fires in Budaiya street in opposition to the ongoing detention of prisoners during a Coronavirus/COVID-19 outbreak at Jaw Central Prison. There were no reports of fatalities. [size=no report]",0,1617639674,BHR
7883660,48,BHR9223,9223,"29 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Diraz",26.2181,50.4706,1,"14 February Revolution Youth Coalition",Other,"On 29 March 2021, demonstrators protested on Budaiya Street in Al Diraz (Northern) against the ongoing detention of prisoners during a Coronavirus/COVID-19 outbreak in Jaw Central Prison. [size=no report]",0,1618873887,BHR
7884207,48,BHR9226,9226,"29 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,Demistan,26.1264,50.4811,1,"14 February Revolution Youth Coalition",Other,"On 29 March 2021, demonstrators protested in Demistan (Northern) against the ongoing detention of prisoners during a Coronavirus/COVID-19 outbreak in Jaw Central Prison. [size=no report]",0,1618873888,BHR
8660292,48,BHR9224,9224,"29 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Bani Jamrah",26.2097,50.4597,1,"Twitter; 14 February Revolution Youth Coalition; ADHRB","Other-New media","On 29 March 2021, demonstrators protested on Al Janabiyah street in Bani Jamrah (Northern) against the ongoing detention of prisoners during a coronavirus outbreak in Jaw Prison. [size=no report]",0,1638220166,BHR
7790412,48,BHR9221,9221,"28 March 2021",2021,1,Protests,"Protest with intervention","Protesters (Bahrain)",,6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"AhlulBayt News Agency",Regional,"On 28 March 2021, Ministry of Interior employees dispersed a protest in front of the Ombudsman's office in Manama (Capital) against the ongoing detention of prisoners of conscience in Jaw Central Prison during a Coronavirus/COVID-19 outbreak. [size=no report]",0,1617639674,BHR
7767824,48,BHR9220,9220,"22 March 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Buri,26.1514,50.4975,1,"14 February Revolution Youth Coalition",Other,"On 22 March 2021, demonstrators, including the 14 February Revolution Youth Coalition, set fires in the main street of Buri (Northern) in opposition to government repression and the detention of activists. [size=no report]",0,1617039259,BHR
7755834,48,BHR9219,9219,"17 March 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"14 February Revolution Youth Coalition",Other,"On 17 March 2021, demonstrators set fires in the streets behind Bahrain International Airport in Samahij (Muharraq) in opposition to the ongoing detention of activists in Bahrain prisons. There were no reports of fatalites. [size=no report]",0,1616433433,BHR
7804597,48,BHR9287,9287,"17 March 2021",2021,1,Protests,"Excessive force against protesters","Protesters (Bahrain)","Prisoners (Bahrain)",6,"Police Forces of Bahrain (1999-) Prison Guards",,1,16,"Middle East",Bahrain,Southern,,,"Jaw Prison",25.9916,50.6165,1,"Manama Post",National,"On 17 March 2021, Bahrain police forces attacked prisoners who were demonstrating in Building 12 Ward 1 of Jaw Prison (Southern) against the attack on a sheikh a few days prior. There were no reports of fatalities. [size=no report]",0,1618242040,BHR
8464834,48,BHR9218,9218,"17 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Muharraq,,,"Al Dair",26.2842,50.6236,1,"14 February Revolution Youth Coalition",Other,"On 17 March 2021, demonstrators protested in Dair (Muharraq) against the ongoing detention of activists in Bahrain prisons. [size=no report]",0,1630985295,BHR
8820801,48,BHR9217,9217,"16 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","Prisoners (Bahrain)",6,,,0,60,"Middle East",Bahrain,Southern,,,"Jaw Prison",25.9916,50.6165,1,"Bahrain Alyoum",National,"On 16 March 2021, prisoners in Building 14 in a prison in Jaww (Southern) demonstrated against the assault on a Sheikh in the prison. [size=no report]",0,1644271366,BHR
8820805,48,BHR9216,9216,"15 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","Prisoners (Bahrain)",6,,,0,60,"Middle East",Bahrain,Southern,,,"Jaw Prison",25.9916,50.6165,1,"Bahrain Alyoum",National,"On 15 March 2021, prisoners in Jaww (Southern) demonstrated against the assault on a Sheikh in the prison. [size=no report]",0,1644271366,BHR
7804553,48,BHR9215,9215,"14 March 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Bahrain)","Former Military Forces of Bahrain (1999-)",3,"Civilians (Bahrain)","Shiite Muslim Group (Bahrain); Prisoners (Bahrain)",7,37,"Middle East",Bahrain,Southern,,,"Jaw Prison",25.9916,50.6165,1,"14 February Revolution Youth Coalition",Other,"On 14 March 2021, a former soldier in the Bahrain Defense Force imprisoned on criminal charges assaulted Shiite cleric Sheikh Zuhair Ashour in Jaww prison (Southern). Some reports suggested that the assault was a premeditated assassination attempt, but this could not be confirmed. There were no fatalities. *Note that Sheikh Zuhair Ashour is a 'prisoner of conscience' according to Bahraini human rights organizations who has been sentenced to a total of 75 years in prison.",0,1618242039,BHR
7884028,48,BHR9214,9214,"12 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,Barbar,26.2294,50.4806,1,"14 February Revolution Youth Coalition",Other,"On 12 March 2021, demonstrators protested in Barbar (Northern) against regime repression. [size=no report]",0,1618873888,BHR
8820772,48,BHR9213,9213,"11 March 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Northern,,,Budaiya,26.2156,50.4524,1,"Bahrain Alyoum",National,"On 11 March 2021, demonstrators set fire to tires on Budaiya Street in Budaiya (Northern) in opposition to the Saudi occupation of Bahrain. 14 March is the 10-year anniversary of the Saudi-led intervention into Bahrain to suppress opposition demonstrators during the 2011 uprising. There were no reports of fatalities. [size=no report]",0,1644271366,BHR
7883661,48,BHR9212,9212,"10 March 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Al Diraz",26.2181,50.4706,1,"14 February Revolution Youth Coalition",Other,"On 10 March 2021, demonstrators set fires in the main street of Al Diraz (Northern), demanding accountability for the death of Fadel al Ubaidi who was killed on 10 March 2012 and an end to regime repression. There were no reports of fatalities. [size=no report]",0,1618873887,BHR
7882984,48,BHR9209,9209,"01 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 1 March 2021, demonstrators protested in Manama (Capital) against the detention of the father of the deceased Ali Mushayma and government repression. [size=no report]",0,1618873886,BHR
7882253,48,BHR9208,9208,"22 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 22 February 2021, demonstrators set fires in Al Akr (Capital) in opposition to regime repression. There were no reports of fatalities. [size=no report]",0,1618873884,BHR
8464824,48,BHR9207,9207,"20 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"14 February Revolution Youth Coalition",Other,"On 20 February 2021, demonstrators set fires in the main street of Jidd Hafs (Capital) in opposition to government repression. There were no reports of fatalities. [size=no report]",0,1630985295,BHR
7746117,48,BHR9211,9211,"15 February 2021",2021,1,"Violence against civilians",Attack,"Police Forces of Bahrain (1999-)",,1,"Civilians (Bahrain)",,7,17,"Middle East",Bahrain,Northern,,,Shahrakkan,26.0753,50.5014,1,HRW,Other,"On 15 February 2021, police officers beat three boys in Shahrakkan (Northern) while driving them to the police station after detaining them on allegations of setting fire to tires. There were no fatalities.",0,1615847619,BHR
7883366,48,BHR9205,9205,"15 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Muharraq,,,"Al Muharraq",26.2572,50.6119,2,"14 February Revolution Youth Coalition",Other,"On 15 February 2021, demonstrators protested on the island of Muharraq against government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873886,BHR
7883406,48,BHR9206,9206,"15 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"14 February Revolution Youth Coalition",Other,"On 15 February 2021, demonstrators set fires in Samahij (Muharraq) in opposition to government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1618873887,BHR
7746116,48,BHR9210,9210,"14 February 2021",2021,1,"Violence against civilians","Sexual violence","Police Forces of Bahrain (1999-)",,1,"Civilians (Bahrain)",,7,17,"Middle East",Bahrain,Northern,,,"Madinat Hamad",26.1153,50.5069,1,HRW,Other,"On 14 February 2021, police officers beat a boy, including hitting his genitals, and threatened to rape him and electrocute him at the police station in Madinat Hamad (Northern). The boy had been detained on charges of obstructing a road and vandalism. There were no fatalities.",0,1615847619,BHR
7882406,48,BHR9204,9204,"14 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 14 February 2021, demonstrators lit fires in Al Maamir (Southern) in opposition to government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1618873884,BHR
7882896,48,BHR9197,9197,"14 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"14 February Revolution Youth Coalition",Other,"On 14 February 2021, demonstrators protested in Karbabad (Capital) against government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873885,BHR
7883094,48,BHR9198,9198,"14 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition",Other,"On 14 February 2021, demonstrators protested in Sanabis (Capital) against government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873886,BHR
7883568,48,BHR9201,9201,"14 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 14 February 2021, demonstrators set fires in Ash Shakhurah (Northern) and Abu Saybi (Northern) in opposition to government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1618873887,BHR
7883954,48,BHR9202,9202,"14 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"As Sahlah",26.2039,50.5345,1,"14 February Revolution Youth Coalition",Other,"On 14 February 2021, demonstrators protested in As Sahlah (Northern) against government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873888,BHR
7883955,48,BHR9203,9203,"14 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 14 February 2021, demonstrators set fires in Ash Shakhurah (Northern) and Abu Saybi (Northern) in opposition to government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1618873888,BHR
7994648,48,BHR9195,9195,"14 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,"Manama - Ghuraifa",26.206,50.6032,1,"14 February Revolution Youth Coalition",Other,"On 14 February 2021, demonstrators protested in Ghuraifa (Capital) against government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. [size=no report]",0,1621893472,BHR
8464758,48,BHR9199,9199,"14 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Muharraq,,,"Al Dair",26.2842,50.6236,1,"14 February Revolution Youth Coalition",Other,"On 14 February 2021, demonstrators protested in Dair (Muharraq) against government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. [size=no report]",0,1630985294,BHR
8704004,48,BHR10201,10201,"14 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"Gulf Daily News",National,"On 14 February 2021, a rioter hurled a Molotov cocktail and firebombs at policemen in Sitrah (Capital) as part of an anti-regime demonstration movement. On 2 January 2022 he was sentenced to 3 years in prison. [size=no report]",0,1641858465,BHR
8820778,48,BHR9200,9200,"14 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Northern,,,Aali,26.1619,50.5164,1,"Bahrain Alyoum",National,"On 14 February 2021, demonstrators set fires and obstructed Zayed Street in Aali (Northern) in opposition to government repression as part of demonstrations on the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1644271366,BHR
7696994,48,BHR9194,9194,"13 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators, including the 14 February Revolutionary Youth Coalition, set fires in Al Maamir (Southern) in opposition to government repression on the eve of the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1618490566,BHR
7882985,48,BHR9182,9182,"13 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,2,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators protested west of Manama (Capital) against government repression on the eve of the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873886,BHR
7883095,48,BHR9183,9183,"13 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators protested in Sanabis (Capital) against government repression on the eve of the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873886,BHR
7883407,48,BHR9185,9185,"13 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators protested in Samahij (Muharraq) against government repression on the eve of the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873887,BHR
7883408,48,BHR9186,9186,"13 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators set fires in Samahij (Muharraq) behind Bahrain International Airport in opposition to government repression on the eve of the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1618873887,BHR
7883569,48,BHR9187,9187,"13 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators protested Ash Shakhurah (Northern) and Abu Saybi (Northern) against government repression on the eve of the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873887,BHR
7883833,48,BHR9188,9188,"13 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Al Markh",26.2103,50.4733,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators set fires in Al Markh (Northern) in opposition to government repression on the eve of the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1618873888,BHR
7883956,48,BHR9189,9189,"13 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators protested Ash Shakhurah (Northern) and Abu Saybi (Northern) against government repression on the eve of the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873888,BHR
7884232,48,BHR9191,9191,"13 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators set fires in Karranah (Northern) in opposition to government repression on the eve of the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1618873888,BHR
7884233,48,BHR9190,9190,"13 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators protested in Karranah (Northern) against government repression on the eve of the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873889,BHR
7884466,48,BHR9192,9192,"13 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Salmabad,26.1831,50.5247,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators set fires in Salmabad (Northern) in opposition to government repression on the eve of the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1618873889,BHR
7884516,48,BHR9193,9193,"13 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,Shahrakkan,26.0753,50.5014,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators protested in Shahrakkan (Northern) against government repression on the eve of the 10th anniversary of the 14 February revolution. [size=no report]",0,1618873889,BHR
8464759,48,BHR9184,9184,"13 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Muharraq,,,"Al Dair",26.2842,50.6236,1,"14 February Revolution Youth Coalition",Other,"On 13 February 2021, demonstrators set fires in Dair (Muharraq) in opposition to government repression on the eve of the 10th anniversary of the 14 February revolution. There were no reports of fatalities. [size=no report]",0,1630985294,BHR
7882254,48,BHR9181,9181,"12 February 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 12 February 2021, demonstrators lit tires on fire in Al Akr (Capital) in opposition to government repression. [size=no report]",0,1618873884,BHR
7882986,48,BHR9177,9177,"12 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 12 February 2021, demonstrators marched and protested in the west of Manama (Capital) against government repression. [size=no report]",0,1618873886,BHR
7882987,48,BHR9180,9180,"11 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 11 February 2021, demonstrators protested and marched in Manama (Capital) against government repression. [size=no report]",0,1618873886,BHR
7882988,48,BHR9178,9178,"10 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 10 February 2021, demonstrators protested and marched in the west of Manama (Capital) against government repression. [size=no report]",0,1618873886,BHR
7882989,48,BHR9179,9179,"08 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 8 February 2021, demonstrators protested and marched in the west of Manama (Capital) against government repression. [size=no report]",0,1618873886,BHR
7882990,48,BHR9161,9161,"05 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 5 February 2021, demonstrators staged a marched in Manama (Capital) against government repression. [size=no report]",0,1618873886,BHR
7883167,48,BHR9160,9160,"01 February 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"14 February Revolution Youth Coalition",Other,"On 1 February 2021, demonstrators protested in Sitrah (Capital) against government repression. [size=no report]",0,1618873886,BHR
7882991,48,BHR9159,9159,"25 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 25 January 2021, demonstrators, including the 14 February Revolutionary Youth Coalition, marched in Manama (Capital) in opposition to to aggression against Yemen and the normalization of relations with Israel. [size=no report]",0,1618873886,BHR
7883409,48,BHR9158,9158,"18 January 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"14 February Revolution Youth Coalition",Other,"On 18 January 2021, demonstrators obstructed streets with burning tires in Samahij (Muharraq) near the Bahrain International Airport in opposition to regime repression and the imprisonment of activists. There were no reports of fatalities. [size=no report]",0,1618873887,BHR
7883168,48,BHR9155,9155,"15 January 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"14 February Revolution Youth Coalition",Other,"On 15 January 2021, demonstrators set tires on fire in the streets of Sitrah (Capital) in opposition to regime repression and remembrance of individuals killed by state authorities. There were no reports of fatalities. [size=no report]",0,1618873886,BHR
8819857,48,BHR9156,9156,"14 January 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition; Bahrain Alyoum",Other-National,"On 14 January 2021, demonstrators set fire to tires in Abu Saybi (Northern) and Ash Shakhurah (Northern), cutting off the main streets, in opposition to regime repression and remembrance of individuals killed by state authorities. [size=no report]",0,1644271364,BHR
8819858,48,BHR9157,9157,"14 January 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Bahrain Alyoum; 14 February Revolution Youth Coalition",Other-National,"On 14 January 2021, demonstrators set fire to tires in Abu Saybi (Northern) and Ash Shakhurah (Northern), cutting off the main streets, in opposition to regime repression and remembrance of individuals killed by state authorities. [size=no report]",0,1644271364,BHR
7884029,48,BHR9154,9154,"08 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,Barbar,26.2294,50.4806,1,"14 February Revolution Youth Coalition",Other,"On 8 January 2021, demonstrators peacefully protested in Barbar (Northern) against state repression and in support of self-determination. [size=no report]",0,1618873888,BHR
7449844,48,BHR9153,9153,"03 January 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Al Diraz",26.2181,50.4706,1,"14 February Revolution Youth Coalition",Other,"On 3 January 2021, demonstrators set tires on fire in the main street of Al Diraz (Northern) in opposition to state repression. There were no reports of fatalities. [size=no report]",0,1610388148,BHR
8629304,48,BHR9150,9150,"02 January 2021",2021,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 2 January 2021, demonstrators, including February 14 Youth Coalition, held rallies honoring Ayatollah al Nimr in Abu Saybi, Ash Shakhurah, and Karranah (Northern). Clashes erupted with Bahraini police forces. There were no fatalities. [size=no report]",0,1636407476,BHR
